21.291892,85.383864,85,31,61,2,2,22,4,Odisha
20.991498,84.731675,92,34,70,2,7,20,5,Odisha
21.088112,84.853324,78,30,60,2,4,2,5,Odisha
21.252929,86.190909,64,35,71,3,9,9,4,Odisha
21.185822,85.697701,114,31,57,3,11,8,4,Odisha
21.22757,84.530498,55,30,76,3,3,8,5,Odisha
20.959001,85.915589,108,38,64,3,14,16,5,Odisha
21.208127,83.779212,90,34,76,3,6,16,4,Odisha
21.069289,85.017878,74,38,68,3,14,15,5,Odisha
21.314131,85.955892,110,37,64,2,3,18,4,Odisha
15.838779,73.838258,67,39,70,3,7,23,5,Goa
15.60034,73.946538,76,30,79,2,14,11,5,Goa
15.528686,74.164614,73,33,67,2,7,12,5,Goa
15.739853,74.041016,80,32,60,3,4,5,4,Goa
15.749002,73.78463,57,40,76,2,14,15,4,Goa
15.333203,74.087527,112,40,77,3,12,7,5,Goa
15.391826,74.167281,99,38,57,3,15,4,5,Goa
15.555051,74.156005,100,30,67,3,2,6,4,Goa
15.326687,73.963217,97,39,61,3,14,17,5,Goa
15.252046,74.117158,103,40,76,3,9,3,5,Goa
9.920254,76.292596,98,40,67,3,15,2,5,Kochi
9.928783,76.327403,114,39,61,3,11,17,5,Kochi
10.110219,76.250491,84,30,77,3,14,13,4,Kochi
10.076135,76.187684,101,32,76,2,2,3,4,Kochi
10.192244,76.291311,115,36,57,3,10,25,4,Kochi
9.938756,76.206719,85,38,62,3,3,14,5,Kochi
9.938806,76.189024,117,37,63,3,6,5,5,Kochi
10.157767,76.231885,83,40,62,3,11,26,4,Kochi
9.963344,76.278219,60,30,72,3,14,16,4,Kochi
9.934302,76.347642,110,40,66,3,0,18,5,Kochi
17.750425,83.235012,84,35,57,3,6,18,5,Vishakhapatnam
17.721348,83.37835,60,31,79,3,3,8,4,Vishakhapatnam
17.644042,83.222485,64,39,66,3,6,23,5,Vishakhapatnam
17.718126,83.38266,88,30,79,3,4,17,5,Vishakhapatnam
17.690419,83.309154,63,39,61,3,6,13,5,Vishakhapatnam
17.633963,83.339717,107,39,62,2,8,5,5,Vishakhapatnam
17.722997,83.342892,112,39,69,3,5,7,4,Vishakhapatnam
17.660591,83.25919,64,38,69,2,6,5,5,Vishakhapatnam
17.702492,83.316349,80,33,62,2,14,15,4,Vishakhapatnam
17.72603,83.411804,97,37,70,2,7,16,5,Vishakhapatnam
22.985525,72.500506,87,30,62,3,0,22,4,Ahmedabad
23.038856,72.545296,83,34,72,2,10,13,4,Ahmedabad
23.103104,72.523154,103,35,62,3,3,4,4,Ahmedabad
22.966732,72.645881,106,32,75,3,3,20,5,Ahmedabad
23.120186,72.55139,73,33,76,3,9,3,4,Ahmedabad
23.124531,72.682937,84,33,68,2,7,1,5,Ahmedabad
23.093213,72.543079,61,38,75,3,9,2,5,Ahmedabad
22.982096,72.596049,65,32,57,3,15,19,5,Ahmedabad
23.043885,72.500636,70,40,65,2,5,9,5,Ahmedabad
23.017082,72.54185,92,39,59,2,13,2,5,Ahmedabad
